text,images,compensation,link,address,date,type
Fire Alarm Drafter (AutoCAD),,Based on Experience,https://sfbay.craigslist.org/eby/egr/d/concord-fire-alarm-drafter-autocad/6999427165.html,"
        ,
The Fire Alarm AutoCAD Drafter is responsible for the layout and drafting of fire alarm systems in accordance with NFPA codes, project specifications, and AHJ requirements. This position is responsible for layout and drafting of Fire Alarm systems and responsible for the accuracy and timeliness of all associated jobs. Ideal candidates will have manufacturer training, in-house training, and on-the-job experience as it relates to laying out and drafting fire alarm systems. Fire Detection Unlimited, Inc. (FDU) hires both Entry (providing an opportunity to gain on the job training) and experienced Drafter/Designers. This is a great growth and development opportunity with an opportunity for upward mobility for the right candidate.,
DUTIES AND RESPONSIBILITIES,
•	Ability to read project contract drawings (i.e., Project Mechanical, Electrical, Fire Protection, Structural, Architect door schedules, and civil drawings) for design build fire alarm systems.,
•	Assist Sales and Project Managers in preparing project submittals, modifying the project drawings as per the mark ups.,
•	Use AutoCAD and other support tools (i.e., Adobe Acrobat, Microsoft Word, Excel) to create fire alarm design drawings and fire alarm submittal documents for permit.,
•	Follow company standards in maintaining the project drawings filing structure, archive project documents (i.e. permit drawings, as-built drawings, contract drawings).,
•	Meeting project submittal deadlines as per the project schedule and be able to handle multiple projects at the same time. Able to understand and organize the project priorities.,
•	Able to understand and organize the project priorities.,
•	Perform other duties as assigned.,
REQUIREMENTS,
•	Strong working knowledge of AutoCAD and other software programs required to perform job.,
•	Ability to read and interpret fire alarm project drawings and specifications,
•	Strong oral and written communication skills.,
•	Strong time management skills, and the ability to multi-task.,
PREFERRED QUALIFICATIONS,
•	Able to achieve NICET level I in fire alarm systems within six (6) months of employment.,
•	Certification and/or diploma in drafting and AutoCAD.,
•	Electrical Engineering degree a plus.,
•	Experience drafting for Engineered Systems Distributors a plus,
•	Experience with manufactured product lines such as GW-FCI, Farenhyt, Notifier, and Simplex a plus,
•	Basic working knowledge and understanding of fire alarm system and basic electronics (Ohm's law, resistor series/parallel, relay logic, circuit theory, voltage divider circuits etc.),
•	Ability to read contract drawings architectural, mechanical & electrical drawings. Ability to generate fire alarm sequence of operation.,
•	Proficient with basic computer skills and MS office tools. Ability to use drawings plotters.,
•	Excellent organization skills, able to prioritize assigned work and professional communication skills with customers.,
    ",2019-10-14 11:18,full-time
Construction Project Manager,,$130K-$150K DOE,https://sfbay.craigslist.org/sfc/egr/d/san-francisco-construction-project/6999231867.html,"
        ,
San Francisco construction company seeking a motivated and organized Project Manager to drive commercial TI’s and public works projects. Candidate should be well organized and a great communicator. Project Manager will manage multiple projects up to $5,000,000 each and will work closely with Superintendents to organize and fast track projects. Our office is located South of Market, in San Francisco. Projects are located throughout the Bay Area. ,
,
Positions includes competitive pay, benefits, paid holidays, PTO, Etc.,
,
Qualifications and Experience:,
-1-3 years Project Engineering/Management experience,
,
Project Manager Responsibilities:,
-Prepare budgets, profit projections and complete subcontractor buy out,
-Prepare job schedules,
-Manage subcontractors,
-Run weekly onsite coordination meetings,
-Prepare owner billings and approve subcontractor invoices,
-Complete project documentation, including RFI’s, Submittals, Change Orders, etc,
,
Must have verifiable experience and references.,
    ",2019-10-14 08:04,full-time
MEP Engineer,,Negotiable,https://sfbay.craigslist.org/pen/egr/d/san-mateo-mep-engineer/6999467633.html,"
        ,
Dragonfly Group is a progressive and innovative company in the field of developing new residential and commercial construction systems that provide building efficiencies, quality applications, and affordable utilization of light gauge steel frames in buildings. We are in search for an in-house California License MEP Engineer. This person will provide technical expertise in leading, managing, and supporting projects.,
,
Responsibilities and Duties,
,
- Help create conceptual designs certified to Building Codes, Energy Codes and LEED standards,
- Knowledge in plumbing codes and applicable NFPA knowledge within the industry,
- Complete project planning,
- Select equipment for use in building systems,
- Prepare the basis of design reports,
- Experience routing MEP systems in residential systems,
,
Qualifications,
,
- Bachelor degree in related engineering/science discipline with the sound knowledge of mechanical engineering fundamentals,
- 3 years and above in residential plumbing designs,
- AutoCAD and Revit MEP proficiency is required,
- Proven ability to design, draft and general computer knowledge is a must    ",2019-10-14 11:59,full-time
Senior Interior Designer,,Depends upon Experience,https://sfbay.craigslist.org/nby/egr/d/healdsburg-senior-interior-designer/6999481699.html,"
        ,
Saint Dizier Design specializes in high-end residential design. We are looking for a Senior Designer with at least three years of experience working in a design firm to join our collaborative design team. ,
,
RESPONSIBILITIES: ,
,
•	Assist Principal Designer with all phases of design, purchasing, and expediting,
•       Drafting plans, elevations, lighting and electrical layouts,
•	Client meeting preparation  and participation,
•	Interface with vendors and contractors,
•	Sourcing materials, fixtures and furnishings (FF&E),
•	Maintenance of project database,
•	Maintaining specification documents and project binders,
•	Administrative responsibilities,
,
,
REQUIREMENTS: ,
,
•	Degree in Interior Design preferred,
•	Three + years of experience working in a residential design firm,
•	Proficient in AutoCAD, SketchUp, and drafting ,
•	Accounting software experience,
•	Microsoft Excel and Word,
•	Adobe Creative Suite a plus,
•	Must be able to work in a team environment, be well organized, have strong communication skills, be attentive to details, have strong problem-solving skills, and have the ability to work on multiple projects simultaneously,
,
** Car and valid driver's license is a plus.,
,
,
,
,
Please submit a resume, cover letter, three favorite residential design images and a list of 3 references via email. Reference ' Interior Design Position' in the subject line. Submissions not meeting these submittal requirements will not be considered.    ",2019-10-14 12:14,full-time
Licensed Structural Engineer,,Negotiable,https://sfbay.craigslist.org/pen/egr/d/san-mateo-licensed-structural-engineer/6999546504.html,"
        ,
Dragonfly Group is in search of an in-house California Licensed Structural Engineer who is a forward thinker and responsible for designing new build with our light gauge steel construction systems to ensure structures are built safe, designed to ensure longevity and signed off for production. You will be involved at every stage of a project as you use your creativity and innovation to come up with sustainable solutions to everyday challenges. ,
,
Responsibilities and Duties,
,
- Produce structural designs and details for single-family and multi-family homes utilizing modular housing components and light gauge steel frames ,
- Communicates clearly and professionally with Architects, Project Managers, company subsidiaries and other members of the team ,
- Perform structural calculations, design, and analysis for structural building elements ,
- Assist in multiple areas of construction including building design, construction, repairs, conversions, and extensions, as well as research and development.,
,
Qualifications ,
,
- BS Degree in Structural Engineering or other related fields from an accredited university,
- 5 years’ experience with building-focused structural engineering design,
- Experience with Light Gauge Steel / Cold Form Steel Structures,
- Ideal candidates would have experiences within the residential, mixed-use and/or multifamily development markets,
- Experience with Revit and other 3D modeling software,
- Familiar with building codes and design standards,
- Detail-oriented with strong written and verbal communications skills,
,
PLEASE APPLY HERE ,
,    ",2019-10-14 13:24,full-time
Architect of Record,,Negotiable,https://sfbay.craigslist.org/pen/egr/d/san-mateo-architect-of-record/6999550959.html,"
        ,
We are seeking an Architect of Record to work on entitled residential building projects with an international R&D team. This individual will cross-reference innovative and functional design against California building code standards.,
,
Responsibilities and Duties,
,
- Provide applications architectural solutions to meet business requirements,
- Provide architectural support for application development and modification activities,
- Work with team members to develop architectural strategies and guidelines,
- Work in compliance with company policies and procedures for operational efficiency,
- Recommend new technologies to management to develop robust application,
- Review and recommend improvements to existing design application,
- Assist in application design, development, integration and implementation activities,
- Analyze and troubleshoot architecture related issues in a timely fashion,
- Assist in developing architecture documents, functional specifications, design documents, and architecture diagrams.,
,
Qualifications,
,
- Active California Licensed Architect,
- 15-20 years of proven working experience as an architect,
- Strong portfolio to prove artistic skills,
- Expert knowledge of building products, construction details, and relevant rules, regulations and quality standards.,
- Excellent drawing skills and familiarity with design software (REVIT),
- Visual awareness and an eye for detail,
- Communication and project management skills,
,
PLEASE APPLY HERE,
,    ",2019-10-14 13:29,full-time
BIM Specialist,,"Salary to be commensurate with demonstrated, relevant experience.",https://sfbay.craigslist.org/eby/egr/d/oakland-bim-specialist/6999578355.html,"
        ,
Under the supervision of the BIM Manager, the BIM Specialist provides BIM training and support to SERA’s staff and projects. The BIM Specialist assists in providing direction in emerging technologies associated with BIM and researches and develops opportunities for process improvement, application, and data integration with Revit. This position communicates current practices and procedures to project staff, and provides support for various design-related software applications. ,
,
**This is a part time or full time position, depending on the candidate.**,
,
Please see our website for more details on this position and how to apply. ,
,
,
About SERA,
  ,
SERA is a progressive, 100% employee-owned architecture, interior design and urban design & planning firm based in Portland, Oregon. Since 1968, SERA has been instrumental in the development of the city’s national reputation for livability. In 2015, we opened a second office in the San Francisco Bay Area where we service Silicon Valley and other California clients.,
,
Our culture reflects our commitment to great design, client service, and sustainability. SERA provides our employees with an enjoyable work environment and opportunities for professional and personal development.,
,
Duties and Responsibilities,
,
-Directly assist Revit users to efficiently produce high quality project deliverables.,
-Assist BIM Manager in the development of training programs. Act as primary trainer for new Revit users, as well as providing continuing education for current Revit users.,
-Track training program metrics to determine effectiveness.,
-Assist in development of BIM “best practices” for SERA.,
-Assist users with setting up new projects in Revit.,
-Provide direct support to diagnose, troubleshoot and resolve Revit technical issues for all project teams.,
-Assistance in development of, as well as responsibility for implementation of, departmental standards related to document production, archiving practices, auditing protocols, and project set-up.,
-Develop workflow enhancements, content, and the integration of third-party software packages to Revit.,
-Track metrics associated with new workflow efficiencies.,
-Coordinate clash detection on projects.,
-Research, learn, and implement new software that advances design & sustainability efforts.,
-Other duties as assigned.,
,
Education and Experience,
,
-2 year Technical Degree, or equivalent.,
-Minimum 3 years of BIM/Revit (Architecture) experience required.,
-Experience with the interaction between Revit and software used for solar analysis, daylighting, IES, and other LEED applications preferred.,
-Demonstrated experience providing Revit training, including how to create complex Revit families. Training experience should include in-person, remote access, one-on-one, and group formats. ,
,
Knowledge, Skills and Abilities,
,
-Knowledgeable of multiple application platforms and complex systems, including Revit, AutoCAD, NavisWorks, Newforma, 3D Studio Max, SketchUp, and Rhino.,
-Understanding of Revit worksharing and Revit Server/C4R.,
-Ability to troubleshoot Revit and project related issues.,
-Ability to create accurate, 3D parametric families for Revit.,
-Intermediate design and production skills required.,
-Ability to balance a wide array of tasks, responsibilities, and commitments efficiently and simultaneously.,
-Exceptional customer service orientation.,
-Familiarity with using and creating point clouds in Revit and laser scanning in general.,
-Flexibility in a dynamic and fast-paced work environment.,
-Ability to comfortably lift and carry 50 pounds; walk with / carry equipment upstairs as needed.    ",2019-10-14 14:01,employee's choice
Construction Project Administrator,,Compensation is negotiable with experience,https://sfbay.craigslist.org/sfc/egr/d/san-francisco-construction-project/6999719191.html,"
        ,
Seeking a Construction Project Administrator/Manager with excellent administration skills to join a leader in the architectural metal systems industry. You must have a minimum of 3-5 years of experience in the construction industry.,
,
This position is for Project Admin/Management. Work will mostly be done in an office and NOT onsite.,
,
Please only apply if you are able to commute to both the Russian Hill area of San Francisco and downtown San Rafael, in Marin county. ,
,
JOB DESCRIPTION:,
,
,
,
We’re looking for an exceptionally organized, detailed Construction Project Administrator with very strong project administration skills. You will be responsible for issuing complex purchase orders, coordinating fabrication schedule (for over 30 projects at a time), shipping logistics, creating contracts, change orders, coordinating invoices, issuing RFIs, customer service, budget reviews and other advanced administration tasks relating to the construction industry.,
,
,
,
This position requires the candidate to juggle competing demands, meet deadlines, coordinate with cross-functional teams (designers, clients, owners, architects, interior designers, and contractors) to develop and drive our projects from design through production, delivery, and installation. Candidate must have a professional demeanor, thrive in a service-oriented position, be hardworking, punctual, honest, loyal, a motivated self-starter, have excellent work ethics, and want to be a long-term contributing team member.,
,
,
,
QUALIFICATIONS:,
,
,
,
For this position, you will need to demonstrate the following through a cover letter, resume and work samples,
,
•Minimum 3-5 years’ experience with issuing purchase orders, coordinating schedule and shipping logistics in the construction industry (knowledge of sheet metal is a plus),
,
• Knowledge of construction sequencing,
,
•Must be proficient in Word and Excel,
,
•Must be excellent with numbers,
,
•Experience with a project management software a plus,
,
•Must be able to perform under pressure and deadlines,
,
•Must be able to think outside the box for solutions,
,
•Must excel in time management,
,
•Must have people skills to communicate with multiple vendors under various situations,
,
•Must be organized, punctual and a self-starter,
,
•Knowledge of sheet metal or the manufacturing process a plus,
,
• Excellent attention to detail, organizational and communication skills,
,
,
,
This is a Full-time position. Salary commensurate with experience. Some of the benefits given include 100% paid medical & dental insurance, vacation and sick/PTO, standard paid holidays, Simple IRA plan, staff lunches and happy hour once a week.,
,
,
,
Please e-mail your resume and 3 work-related references in PDF format to samantha@bokmodern.com    ",2019-10-14 17:31,full-time
Project Architect,,Salary and benefits package negotiable.,https://sfbay.craigslist.org/sfc/egr/d/san-francisco-project-architect/7000116051.html,"
        ,
With offices in San Francisco and Los Angeles, AXIS/GFA Architecture + Design is an award-winning international architectural design firm offering niche expertise in hotel design, hospitality facility renovations, and multi-family residential architectural design.,
Why do we do what we do? It’s simple; we’re guided by our vision, “Shape the best in humans to shape the best human experiences”.,
AXIS/GFA is seeking motivated, passionate, and collaborative candidates for a Project Architect position. ,
,
,
Qualifications,
,
-Minimum of 5 years experience on large scale, multi-family, mixed-use or hospitality projects preferred,
-Exceptional in Revit with equal emphasis on speed and accuracy,
-Exceptional knowledge of building systems and related CSI specifications,
-Led the detailing for completed Type I high-rise buildings and/or Type V over podium projects,
-Have been responsible for detailing a wide range of exterior cladding systems including curtain-walls, metal panels, stone veneer, gfrc, EIFS and cement plaster,
-Have been responsible for detailing waterproofing systems for above and below grade conditions, and roof decks in conjunction with a consultant,
-Work collaboratively in a multi-disciplinary team,
-Passionate about the built environment,
-Great listener, communicator, and knowledge sharer with the ability to mentor junior staff on technical specifications,
-Minimum of two references. Preferably include owners, general contractors and structural engineers,
-Submit sample details authored by the candidate, demonstrating understanding of various building types, envelope systems and work flow of GC,
,
Benefits,
,
AXIS/GFA is committed to the well-being of our employees, and provide high quality company-paid medical and dental, as well as a 401K plan with a company-paid 3% safe harbor contribution.,
,
Great growth opportunity for motivated candidates. Salary and benefits package negotiable.    ",2019-10-15 10:22,full-time
Associate and Project Level Scientists,,TBD,https://sfbay.craigslist.org/eby/egr/d/concord-associate-and-project-level/7000073986.html,"
        ,
Jacobson James & Associates, a woman owned small business, is a growing environmental consultancy focused on creating a cleaner and sustainable environment.  We welcome curious life-long learners to join our enthusiastic team in a friendly and flexible work environment.   We provide an excellent benefit package that includes a family supportive policy and a healthy living allowance to promote life balance.  See us on the web at www.jacobsonjames.com.,
,
JJ&A provides services to the private industrial and public sectors including environmental investigation and cleanups; hazardous material abatement, environmental compliance (e.g., stormwater management) permitting and management of natural resources.  We are looking for Associate and Project Level Scientists to support our growing environmental practice in Walnut Creek, California.,
,
Associate Scientist (0 – 3 yrs experience).  Entry level resource with a solid technical base related to the environment.  The position requires an ability to perform as part of a team conducting field work, supervising subcontractors, and preparing technical reports.  Duties may include investigating and cleaning up sites with groundwater or soil contamination; ensuring surface water bodies are not adversely impacted by storm water, and/or various other jobs related to maintaining the environment.  Strong communication skills and active listening are required along with a professional who embraces teamwork.  A degree in an appropriate science (geology, biology, chemistry, etc.) or engineering discipline is required.  40-Hr HAZWOPER training desirable.,
,
Project Level Engineer, Geologist, or Scientist (5 - 10 yrs experience).  Experienced technical resource (5+ years of experience) to support and manage environmental projects throughout Northern California.  The ideal candidate will be comfortable working with construction, municipal and industrial project sites with technical expertise in investigation/remediation, mining, permitting and/or compliance projects (storm water compliance, SPCC plans).  Strong organization, execution and communication skills are required along with a flexible professional who embraces teamwork, but also enjoys working independently.  Experience working in refineries; professional registration (e.g., P.G., P.E. or related) or certification (QSD/QSP); and 40-Hr HAZWOPER Training are desirable.  A minimum of a BS/BA in a science or engineering discipline required.,
    ",2019-10-15 09:39,full-time
Senior Job Captain,,Salary and benefits package negotiable.,https://sfbay.craigslist.org/sfc/egr/d/san-francisco-senior-job-captain/7000119552.html,"
        ,
With offices in San Francisco and Los Angeles, AXIS/GFA Architecture + Design is an award-winning international architectural design firm offering niche expertise in hotel design, hospitality facility renovations, and multi-family residential architectural design.,
Why do we do what we do? It’s simple; we’re guided by our vision, “Shape the best in humans to shape the best human experiences”.,
,
AXIS/GFA is seeking motivated, passionate, and collaborative candidates for a Sr. Job Captain position. ,
,
,
Qualifications,
,
-Minimum of 5 years experience on large scale, multi-family, mixed-use or hospitality projects preferred,
-Exceptional in Revit with equal emphasis on speed and accuracy,
-Knowledge of building systems and related CSI specifications,
-Comprehensive detailing for Type I high-rise buildings and/or Type V over podium projects,
-Organized and coordinated detailing of a wide range of exterior cladding systems including curtain-walls, metal panels, stone veneer, gfrc, EIFS and cement plaster,
-Familiarity with detailing waterproofing systems for above and below grade conditions, and roof decks in conjunction with a consultant,
-Work collaboratively in a multi-disciplinary team during all phases of a project,
-Passionate about the built environment,
-Great listener, communicator, and knowledge sharer with the ability to mentor junior staff on technical specifications,
-Minimum of two references,
-Submit sample details authored by the candidate, demonstrating understanding of various building types, envelope systems and work flow of GC,
,
Benefits,
,
AXIS/GFA is committed to the well-being of our employees, and provide high quality company-paid medical and dental, as well as a 401K plan with a company-paid 3% safe harbor contribution.,
,
Great growth opportunity for motivated candidates. Salary and benefits package negotiable.    ",2019-10-15 10:26,full-time
Senior Electric Engineering Technician,,"$8,647-$10,511 per month",https://sfbay.craigslist.org/nby/egr/d/healdsburg-senior-electric-engineering/7000166704.html,"
        ,
The City of Healdsburg is recruiting for the exciting opportunity of Senior Electrical Engineering Technician. If you are looking for an innovative, forward‐thinking organization where you will have exceptional opportunities to advance your career, take on exciting projects, and be a part of a dynamic Electric team, then this is a great match for you! We invite you to apply to the City of Healdsburg, which offers competitive pay, an extensive and,
robust benefit package, flexible schedules, bilingual incentive pay, compensatory time, tuition reimbursement, longevity pay, and much more! ,
,
Senior Electrical Engineering Technicians plan, design, review special and major development projects and are responsible for the development and implementation of design and construction standards. This position will Utilize various computer software applications such as: AutoCAD and AutoCAD AUD, Arc View, Arc Map or related GIS software, O-calc, by Osmose. Additionally, review plans and documents for conformance to regulations; gather data and make accurate engineering computations; prepare plans and specifications, neatly and accurately.,
,
Submit an application today at: ,
,
    ",2019-10-15 11:16,full-time
Architectural Associate,,Rate is negotiable,https://sfbay.craigslist.org/eby/egr/d/walnut-creek-architectural-associate/7000167539.html,"
        ,
Jax Kneppers Associates Inc. (JKA) is a dedicated team of construction consultants with a range of specialized skills ready to solve complex construction related problems. Our services include building envelope design, forensic engineering, structural engineering, schedule damages, cost estimating, and project management. We have provided solutions and resolved over 2500 projects ranging from thousand to billion dollar projects. ,
,
The primary job responsibility of the Architectural Associate involves assisting project architects and project managers with renovation projects.  Tasks include preparing quality CAD construction documents from hand-drawn sketches or red lines, managing the production of a construction document set, and field observation of constructed assemblies.  Candidates must have prior experience as a job captain or experienced drafter for commercial and/or multi-family construction, and must be familiar with the California Building Codes. Additionally, as a JKA team member you will also be given the opportunity to collect construction data in the field using state-of-the-art data collection tools. Ability to wear a hard hat, access crawl spaces and roof tops, and make quick hand sketches is very helpful.,
,
The ideal candidate will be a self-starter, has an interest in building science, has the ability to work independently with good judgment and communicate clearly with staff architects and engineers.,
,
Other Requirements:,
•	Excellent collaborative and communication skills.,
•	Experience drafting details.,
•	Experience in rendering, 3D drafting, or SketchUp,
•	Ability to work independently,
•	A degree involving architectural or engineering technology is preferred.,
•	Interest and/or experience in building construction,
•	Minimum 3-5 years experience. ,
•	Driver's license and automobile insurance must be in good and current standing.,
We offer an environment that is rich for growth, development, and broad industry recognition.  We have excellent benefits plans which include medical, life insurance, long term disability, paid time off (PTO), holiday and retirement plans.  ,
,
For the right candidate, we are willing to consider someone with less experience and for a part-time position. ,
,
If this interests you, please email information (resume / curriculum vitae / experience / education / licenses). No phone calls please.,
    ",2019-10-15 11:17,full-time
Senior Electric Engineering Technician,,"$8,647-$10,511 per month",https://sfbay.craigslist.org/nby/egr/d/healdsburg-senior-electric-engineering/7000169285.html,"
        ,
The City of Healdsburg is recruiting for the exciting opportunity of Senior Electrical Engineering Technician. If you are looking for an innovative, forward‐thinking organization where you will have exceptional opportunities to advance your career, take on exciting projects, and be a part of a dynamic Electric team, then this is a great match for you! We invite you to apply to the City of Healdsburg, which offers competitive pay, an extensive and,
robust benefit package, flexible schedules, bilingual incentive pay, compensatory time, tuition reimbursement, longevity pay, and much more! ,
,
Senior Electrical Engineering Technicians plan, design, review special and major development projects and are responsible for the development and implementation of design and construction standards. This position will Utilize various computer software applications such as: AutoCAD and AutoCAD AUD, Arc View, Arc Map or related GIS software, O-calc, by Osmose. Additionally, review plans and documents for conformance to regulations; gather data and make accurate engineering computations; prepare plans and specifications, neatly and accurately.,
,
Submit an application today at: ,
    ",2019-10-15 11:19,full-time
Controller,,DOE,https://sfbay.craigslist.org/eby/egr/d/oakland-controller/7000332235.html,"
        ,
Hibser Yamauchi Architects, Inc. is seeking an experienced, self-motivated, professional to support the activities of the Controller position. This team member will interface daily with Executive Management, Accounting, Project Managers and fellow Company employees to accomplish a vast array of tasks and deliverables. This position is a benefited exempt fulltime position, Monday-Friday.,
,
Primary Responsibilities:,
•	Manage and oversee daily financial operations ,
•	Maintain general ledger and balance sheet reconciliation ,
•	Cash management ,
•	AP/AR,
•	Manage month-end close reporting, year-end close process and prepares financial statements accordingly    ,
•	Prepares and maintains annual budget,
•	Ensure the accuracy of project costs with reporting and analysis on a regular basis,
,
Qualifications and Required Attributes:,
•	A degree in finance or accounting with a minimum of 5 years of work experience,
•	Experience with Deltek Vision,
•	Excellent computer skills with proficiency of Outlook, Word, Adobe Acrobat and Excel,
•	Excellent professional communication skills via all means of communication, including telephone, email, written correspondences and in person,
•	Ability to prioritize and manage multiple projects simultaneously as well as mange shifting priorities,
•	Strong attention to detail and timely follow-through,
,
Our salaries are competitive with great benefits, including health, dental, vision, and retirement plan.,
,
For more information about our firm, please visit our website at ,
,
Firm Background,
We are a bay Area architectural firm founded in 1977 with a commitment to design projects with integrity, creativity, and sustainability. Maintaining communication and great relationships while developing effective solutions for every project are the hallmarks of our success. Our office is a welcoming and exciting place to work where we collaborate our design and problem solving.,
,
Our firm's philosophy of architectural practice is very simple: Every client has needs that must be equally balanced. The intent is to produce high quality design solutions with emphasis on delivering a functional and efficient final product. We are looking to add people to our team who share our collaborative approach.,
,
Please forward your resume and cover letter by email.,
,
No agency or phone calls please.,
    ",2019-10-15 14:36,full-time
Project Manager,,DOE,https://sfbay.craigslist.org/eby/egr/d/oakland-project-manager/7000334528.html,"
        ,
Hibser Yamauchi Architects, Inc is seeking a Project Manager/Architect for K-12 Educational Projects in our Oakland, CA office location. Our salaries are competitive with great benefits, including health, dental, vision, and retirement plan.,
,
Project Manager/Architect,
,
Responsibilities: Design and assist in leading a team in the development of new and ongoing projects from planning through construction, with construction costs ranging from $100K to $70M.  Project types will be primarily public K-12 schools but may include other building types.  The person who fills this position must be able to work collaboratively and have excellent communication and management skills.  Additional skills required include effective and collaborative coordination with consultants, management of office staff and clients. ,
,
Requirements: CA licensed architect with minimum 8 years experience.  Revit experience required.  Should have experience with education organizations and be familiar with DSA.,
,
Our salaries are competitive with great benefits, including health, dental and retirement plan.,
,
Please forward your resume and cover letter by email.,
,
For more information about our firm, please visit our website at ,
,
Firm Background,
We are a bay Area architectural firm founded in 1977 with a commitment to design projects with integrity, creativity, and sustainability. Maintaining communication and great relationships while developing effective solutions for every project are the hallmarks of our success. Our office is a welcoming and exciting place to work where we collaborate our design and problem solving.,
,
Our firm's philosophy of architectural practice is very simple: Every client has needs that must be equally balanced. The intent is to produce high quality design solutions with emphasis on delivering a functional and efficient final product. We are looking to add people to our team who share our collaborative approach.,
,
No agency or phone calls please.,
    ",2019-10-15 14:39,full-time
Floor Plan As-Built Measurer,,hourly DOE plus mileage/bridge tolls,https://sfbay.craigslist.org/pen/egr/d/san-mateo-floor-plan-as-built-measurer/7000362711.html,"
        ,
We are seeking an intern to help with various aspects of our floor plan, as-built measuring, and 3D scanning business. We work with residential and commercial realtors, contractors, investors, and architects by producing very basic as-built drawings and virtual walk-throughs of their properties for various applications.,
,
The ideal candidate would be a college student with interest in architecture, engineering, construction, and/or real estate. You must have reliable means of transportation to travel within a 20 mile radius of San Mateo in order to visit job sites. Must have your own reliable laptop with AutoCAD (LT okay) loaded on it. Any experience with AutoCAD and measuring 2D spaces is a very high plus.,
,
This is a great opportunity which could turn into a very flexible position once you are up to speed on our drafting standards. Also a good opportunity for someone seeking experience to add to their developing resume, or looking for letters of recommendation for future jobs or scholarships.,
,
Please send over a resume and any samples of work that you think shows your ability to take on this type of position.,
,
This is a part-time, paid position. Pay is based on several factors such as previous experience, your ability to learn quickly, and how easy it is to work with you. We will also reimburse any mileage and bridge tolls that you may incur.    ",2019-10-15 15:19,part-time
Land Surveyor Technician,,salary commensurate with experience,https://sfbay.craigslist.org/nby/egr/d/sebastopol-land-surveyor-technician/7000369355.html,"
        ,
Looking to spend some time in the hills?  Rural boundary firm in Sebastopol is seeking an experienced field/office person to become part of our team.  Position is full time; salary commensurate with experience.  All inquiries strictly confidential.,
,
Please contact Fred Phelps or Joe Hughes at:,
Phelps & Associates, Inc.,
(707) 829-0400,
    ",2019-10-15 15:29,full-time
Architecture / Interior Design Positions,"https://images.craigslist.org/00S0S_6tUChGKiDth_600x450.jpg,https://images.craigslist.org/00w0w_bIHqYIF52jw_600x450.jpg,https://images.craigslist.org/00f0f_gi7HhcqQAQl_600x450.jpg,https://images.craigslist.org/00J0J_8MGMgS2kgNf_600x450.jpg",TBD,https://sfbay.craigslist.org/sfc/egr/d/san-francisco-architecture-interior/7000442868.html,"
        ,
We are seeking an Architect Level I and an Interior Designer for our downtown San Francisco and Sacramento offices,
,
We are a cutting-edge architecture firm specializing exclusively in healthcare and senior living. We’ve worked on projects for Loma Linda University, Sutter Health systems and more. This year we’re proud to have been awarded the Center for Health Design’s Touchstone Award for Evidence-Based Design.,
Our firm offers a unique environment in which team members interact without limitation. Our Designers, Architects, and Graphic Designers work together as we believe the best way to produce the best work is to work collaboratively!,
,
Architect Level I,
Requirements:,
• Commercial architectural experience 5+ years (healthcare is a plus!),
• Ability to manage multiple projects with a focus on exceptional client satisfaction,
• Ability to coordinate with our internal team, consultants, and clients,
• Revit proficiency is preferred or an ability to be trained in,
• Perform construction administration duties,
,
Must have:,
• Degree in Architecture,
• Portfolio of work that demonstrates excellence in design and construction,
• Strong organizational, analytical and problem-solving skills,
• Exceptional communication skills for both internal team and clients,
• Ability to work in large-scale new construction projects, as well as tenant improvement,
,
Our amazing package includes:,
• 3 weeks of vacation, 5 sick days per year, nine paid holidays,
• 401K (with employer matching),
• FULL Medical (100%), dental & vision (80% for dependents) as well as life insurance coverage,
• Profit sharing and discretionary bonuses,
• On-site continuing education opportunities,
,
,
,
Interior Designer for our downtown San Francisco office!,
Requirements:,
• Minimum 3 - 4 years commercial interior design experience (healthcare is a plus!),
• Revit skills necessary if no Healthcare experience,
• Ability to manage multiple projects with a focus on exceptional client satisfaction,
• Ability to coordinate design work with our internal team, consultants, and clients,
• Perform construction administration duties as well as prepare and present interior finishes to our internal team and clients,
• Revit proficiency is preferred (we may be willing to train depending on experience),
,
Must have:,
• Degree in Interior Design or Interior Architecture,
• Portfolio of work that demonstrates excellence in design thinking,
• Strong organizational, analytical and problem-solving skills,
• Exceptional communication skills for both internal team and clients,
• Experience managing FF&E specification and procurement,
• Experience presenting directly to clients,
,
Our amazing package includes:,
• NCIDQ Certified – 72K to 91K,
• Uncertified – 61K to 77K,
• FULL Medical (100%), dental & vision (80% for dependents) as well as life insurance coverage,
• 3 weeks of vacation, 5 sick days per year, nine paid holidays,
• 401K (with employer matching),
• Profit sharing and discretionary bonuses,
• On-site continuing education opportunities,
,
,
,
,
We will be interview in San Francisco, on Monday, October 21, 2019. ,
,
Please submit your resume and portfolio for consideration, we will be conducting phone screenings before 10/21 interviews.,
    ",2019-10-15 17:35,full-time
